timestamp,symbol,price
2025-10-30T19:29:48.111041,AAPL,149.61
2025-10-30T19:29:48.125438,AAPL,155.07
2025-10-30T19:29:48.136097,AAPL,155.65
2025-10-30T19:29:48.146471,AAPL,149.76
2025-10-30T19:29:48.156906,AAPL,145.29
2025-10-30T19:29:48.167706,AAPL,145.88
2025-10-30T19:29:48.178385,AAPL,146.68
2025-10-30T19:29:48.188991,AAPL,144.31
2025-10-30T19:29:48.199760,AAPL,141.89
2025-10-30T19:29:48.210417,AAPL,140.93
2025-10-30T19:29:48.220911,AAPL,134.25
2025-10-30T19:29:48.231571,AAPL,134.95
2025-10-30T19:29:48.242023,AAPL,128.37
2025-10-30T19:29:48.252446,AAPL,133.01
2025-10-30T19:29:48.262722,AAPL,133.57
2025-10-30T19:29:48.272908,AAPL,129.17
2025-10-30T19:29:48.283239,AAPL,129.85
2025-10-30T19:29:48.293728,AAPL,125.64
2025-10-30T19:29:48.304165,AAPL,128.15
2025-10-30T19:29:48.314771,AAPL,124.88
2025-10-30T19:29:48.324968,AAPL,125.66
2025-10-30T19:29:48.335331,AAPL,125.93
2025-10-30T19:29:48.345706,AAPL,126.5
2025-10-30T19:29:48.356258,AAPL,126.14
2025-10-30T19:29:48.366496,AAPL,128.05
2025-10-30T19:29:48.376958,AAPL,122.39
2025-10-30T19:29:48.387215,AAPL,125.58
2025-10-30T19:29:48.397854,AAPL,127.4
2025-10-30T19:29:48.408073,AAPL,127.48
2025-10-30T19:29:48.418643,AAPL,128.4
2025-10-30T19:29:48.429188,AAPL,128.99
2025-10-30T19:29:48.439343,AAPL,126.48
2025-10-30T19:29:48.449484,AAPL,128.55
2025-10-30T19:29:48.460069,AAPL,131.88
2025-10-30T19:29:48.470410,AAPL,130.31
2025-10-30T19:29:48.480915,AAPL,126.47
2025-10-30T19:29:48.491168,AAPL,130.06
2025-10-30T19:29:48.501573,AAPL,130.43
2025-10-30T19:29:48.511850,AAPL,139.18
2025-10-30T19:29:48.522169,AAPL,134.87
2025-10-30T19:29:48.532355,AAPL,132.31
2025-10-30T19:29:48.542471,AAPL,132.23
2025-10-30T19:29:48.552609,AAPL,133.93
2025-10-30T19:29:48.562826,AAPL,135.91
2025-10-30T19:29:48.573103,AAPL,135.5
2025-10-30T19:29:48.583252,AAPL,137.92
2025-10-30T19:29:48.593553,AAPL,135.75
2025-10-30T19:29:48.604025,AAPL,136.53
2025-10-30T19:29:48.614270,AAPL,135.87
2025-10-30T19:29:48.624866,AAPL,135.03
2025-10-30T19:29:48.635425,AAPL,135.41
2025-10-30T19:29:48.645619,AAPL,132.1
2025-10-30T19:29:48.655739,AAPL,132.33
2025-10-30T19:29:48.666315,AAPL,132.29
2025-10-30T19:29:48.676680,AAPL,131.22
2025-10-30T19:29:48.687200,AAPL,134.29
2025-10-30T19:29:48.697664,AAPL,137.12
2025-10-30T19:29:48.708079,AAPL,141.04
2025-10-30T19:29:48.718365,AAPL,143.16
2025-10-30T19:29:48.729336,AAPL,136.47
2025-10-30T19:29:48.739508,AAPL,137.95
2025-10-30T19:29:48.749896,AAPL,138.67
2025-10-30T19:29:48.760376,AAPL,136.15
2025-10-30T19:29:48.770900,AAPL,138.52
2025-10-30T19:29:48.781322,AAPL,138.27
2025-10-30T19:29:48.792044,AAPL,137.56
2025-10-30T19:29:48.802704,AAPL,137.36
2025-10-30T19:29:48.813276,AAPL,135.55
2025-10-30T19:29:48.823867,AAPL,139.3
2025-10-30T19:29:48.834238,AAPL,137.39
2025-10-30T19:29:48.844706,AAPL,136.96
2025-10-30T19:29:48.855329,AAPL,138.72
2025-10-30T19:29:48.865915,AAPL,135.49
2025-10-30T19:29:48.876279,AAPL,130.33
2025-10-30T19:29:48.886447,AAPL,135.7
2025-10-30T19:29:48.896928,AAPL,133.36
2025-10-30T19:29:48.907299,AAPL,134.12
2025-10-30T19:29:48.917903,AAPL,135.0
2025-10-30T19:29:48.928764,AAPL,132.61
2025-10-30T19:29:48.939243,AAPL,129.39
2025-10-30T19:29:48.949762,AAPL,126.27
2025-10-30T19:29:48.960245,AAPL,126.69
2025-10-30T19:29:48.970817,AAPL,126.22
2025-10-30T19:29:48.981031,AAPL,129.97
2025-10-30T19:29:48.991231,AAPL,133.63
2025-10-30T19:29:49.001451,AAPL,135.94
2025-10-30T19:29:49.011675,AAPL,135.04
2025-10-30T19:29:49.021847,AAPL,135.43
2025-10-30T19:29:49.032303,AAPL,135.78
2025-10-30T19:29:49.042737,AAPL,134.99
2025-10-30T19:29:49.052941,AAPL,138.51
2025-10-30T19:29:49.063434,AAPL,141.76
2025-10-30T19:29:49.073861,AAPL,140.77
2025-10-30T19:29:49.084452,AAPL,141.02
2025-10-30T19:29:49.094948,AAPL,146.68
2025-10-30T19:29:49.105435,AAPL,144.08
2025-10-30T19:29:49.115592,AAPL,142.23
2025-10-30T19:29:49.126171,AAPL,141.0
2025-10-30T19:29:49.136716,AAPL,140.27
2025-10-30T19:29:49.146910,AAPL,139.55
2025-10-30T19:29:49.157073,AAPL,136.7
2025-10-30T19:29:49.167278,AAPL,134.79
2025-10-30T19:29:49.177677,AAPL,131.76
2025-10-30T19:29:49.187960,AAPL,135.02
2025-10-30T19:29:49.198270,AAPL,135.98
2025-10-30T19:29:49.208706,AAPL,135.51
2025-10-30T19:29:49.219351,AAPL,143.0
2025-10-30T19:29:49.229965,AAPL,142.88
2025-10-30T19:29:49.240476,AAPL,142.04
2025-10-30T19:29:49.250759,AAPL,145.56
2025-10-30T19:29:49.261365,AAPL,147.03
2025-10-30T19:29:49.272033,AAPL,148.3
2025-10-30T19:29:49.282606,AAPL,151.87
2025-10-30T19:29:49.293256,AAPL,149.7
2025-10-30T19:29:49.303766,AAPL,147.75
2025-10-30T19:29:49.314349,AAPL,146.96
2025-10-30T19:29:49.324512,AAPL,145.0
2025-10-30T19:29:49.334764,AAPL,141.61
2025-10-30T19:29:49.345229,AAPL,139.27
2025-10-30T19:29:49.355723,AAPL,141.98
2025-10-30T19:29:49.366241,AAPL,141.88
