timestamp,symbol,price
2025-10-30T19:29:58.645602,AAPL,150.34
2025-10-30T19:29:58.658088,AAPL,151.65
2025-10-30T19:29:58.668372,AAPL,151.49
2025-10-30T19:29:58.678714,AAPL,152.32
2025-10-30T19:29:58.689293,AAPL,148.53
2025-10-30T19:29:58.699799,AAPL,145.38
2025-10-30T19:29:58.709919,AAPL,138.97
2025-10-30T19:29:58.720267,AAPL,141.57
2025-10-30T19:29:58.730385,AAPL,141.45
2025-10-30T19:29:58.740725,AAPL,145.83
2025-10-30T19:29:58.751290,AAPL,146.33
2025-10-30T19:29:58.761635,AAPL,141.96
2025-10-30T19:29:58.772154,AAPL,142.22
2025-10-30T19:29:58.782750,AAPL,143.33
2025-10-30T19:29:58.793514,AAPL,148.3
2025-10-30T19:29:58.804353,AAPL,151.56
2025-10-30T19:29:58.814696,AAPL,150.41
2025-10-30T19:29:58.825301,AAPL,152.73
2025-10-30T19:29:58.835538,AAPL,152.05
2025-10-30T19:29:58.845915,AAPL,152.0
2025-10-30T19:29:58.856253,AAPL,151.55
2025-10-30T19:29:58.866976,AAPL,157.73
2025-10-30T19:29:58.877682,AAPL,160.92
2025-10-30T19:29:58.888016,AAPL,155.62
2025-10-30T19:29:58.898729,AAPL,154.25
2025-10-30T19:29:58.909278,AAPL,154.73
2025-10-30T19:29:58.919785,AAPL,154.7
2025-10-30T19:29:58.930560,AAPL,154.94
2025-10-30T19:29:58.940910,AAPL,154.95
2025-10-30T19:29:58.951289,AAPL,153.57
2025-10-30T19:29:58.961629,AAPL,150.81
2025-10-30T19:29:58.971983,AAPL,147.57
2025-10-30T19:29:58.982468,AAPL,146.99
2025-10-30T19:29:58.992845,AAPL,149.26
2025-10-30T19:29:59.003195,AAPL,146.46
2025-10-30T19:29:59.013563,AAPL,144.65
2025-10-30T19:29:59.023767,AAPL,145.22
2025-10-30T19:29:59.034108,AAPL,146.43
2025-10-30T19:29:59.044385,AAPL,144.56
2025-10-30T19:29:59.054685,AAPL,143.48
2025-10-30T19:29:59.065252,AAPL,142.41
2025-10-30T19:29:59.075391,AAPL,145.65
2025-10-30T19:29:59.085479,AAPL,144.05
2025-10-30T19:29:59.095830,AAPL,146.12
2025-10-30T19:29:59.108192,AAPL,146.0
2025-10-30T19:29:59.118849,AAPL,144.94
2025-10-30T19:29:59.129200,AAPL,147.57
2025-10-30T19:29:59.139561,AAPL,145.24
2025-10-30T19:29:59.150037,AAPL,143.71
2025-10-30T19:29:59.160390,AAPL,142.82
2025-10-30T19:29:59.170750,AAPL,144.59
2025-10-30T19:29:59.181574,AAPL,144.51
2025-10-30T19:29:59.191883,AAPL,147.64
2025-10-30T19:29:59.202317,AAPL,146.81
2025-10-30T19:29:59.212761,AAPL,145.19
2025-10-30T19:29:59.223287,AAPL,139.14
2025-10-30T19:29:59.233453,AAPL,138.97
2025-10-30T19:29:59.243916,AAPL,139.6
2025-10-30T19:29:59.254452,AAPL,144.63
2025-10-30T19:29:59.265025,AAPL,146.46
2025-10-30T19:29:59.275812,AAPL,148.55
2025-10-30T19:29:59.286232,AAPL,151.29
2025-10-30T19:29:59.296602,AAPL,151.96
2025-10-30T19:29:59.306836,AAPL,150.08
2025-10-30T19:29:59.316977,AAPL,145.69
2025-10-30T19:29:59.328029,AAPL,138.36
2025-10-30T19:29:59.338408,AAPL,139.22
2025-10-30T19:29:59.348902,AAPL,145.8
2025-10-30T19:29:59.359508,AAPL,143.34
2025-10-30T19:29:59.369888,AAPL,144.1
2025-10-30T19:29:59.380236,AAPL,140.24
2025-10-30T19:29:59.390737,AAPL,138.97
2025-10-30T19:29:59.401274,AAPL,142.42
2025-10-30T19:29:59.411893,AAPL,147.94
2025-10-30T19:29:59.422285,AAPL,144.38
2025-10-30T19:29:59.432627,AAPL,145.15
2025-10-30T19:29:59.442831,AAPL,142.21
2025-10-30T19:29:59.452949,AAPL,144.81
