timestamp,symbol,price
2025-09-21T19:54:01.774173,AAPL,149.35
2025-09-21T19:54:01.786263,AAPL,144.79
2025-09-21T19:54:01.801212,AAPL,150.06
2025-09-21T19:54:01.816644,AAPL,154.48
2025-09-21T19:54:01.832689,AAPL,154.07
2025-09-21T19:54:01.848374,AAPL,153.99
2025-09-21T19:54:01.864396,AAPL,160.6
2025-09-21T19:54:01.879074,AAPL,158.54
2025-09-21T19:54:01.895243,AAPL,154.56
2025-09-21T19:54:01.910273,AAPL,160.76
2025-09-21T19:54:01.925353,AAPL,167.87
2025-09-21T19:54:01.940689,AAPL,165.37
2025-09-21T19:54:01.955819,AAPL,167.32
2025-09-21T19:54:01.971537,AAPL,169.65
2025-09-21T19:54:01.987754,AAPL,173.91
2025-09-21T19:54:02.003341,AAPL,172.83
2025-09-21T19:54:02.019198,AAPL,172.15
2025-09-21T19:54:02.034456,AAPL,168.85
2025-09-21T19:54:02.049548,AAPL,169.61
2025-09-21T19:54:02.064227,AAPL,165.25
2025-09-21T19:54:02.079457,AAPL,167.18
2025-09-21T19:54:02.094425,AAPL,173.87
2025-09-21T19:54:02.109914,AAPL,175.64
2025-09-21T19:54:02.125924,AAPL,181.89
2025-09-21T19:54:02.141735,AAPL,182.92
2025-09-21T19:54:02.156979,AAPL,179.96
2025-09-21T19:54:02.172729,AAPL,182.98
2025-09-21T19:54:02.188096,AAPL,186.85
2025-09-21T19:54:02.203771,AAPL,186.61
2025-09-21T19:54:02.219097,AAPL,183.95
2025-09-21T19:54:02.234441,AAPL,183.55
2025-09-21T19:54:02.250240,AAPL,182.01
2025-09-21T19:54:02.265286,AAPL,181.59
2025-09-21T19:54:02.280438,AAPL,184.33
2025-09-21T19:54:02.295797,AAPL,186.15
2025-09-21T19:54:02.311574,AAPL,191.52
2025-09-21T19:54:02.327276,AAPL,187.89
2025-09-21T19:54:02.342327,AAPL,186.87
2025-09-21T19:54:02.357437,AAPL,185.11
2025-09-21T19:54:02.372475,AAPL,190.88
2025-09-21T19:54:02.388079,AAPL,188.65
2025-09-21T19:54:02.403434,AAPL,192.65
2025-09-21T19:54:02.418949,AAPL,195.23
2025-09-21T19:54:02.434263,AAPL,196.89
2025-09-21T19:54:02.449022,AAPL,196.97
2025-09-21T19:54:02.464605,AAPL,193.63
2025-09-21T19:54:02.479584,AAPL,187.68
2025-09-21T19:54:02.495089,AAPL,189.81
2025-09-21T19:54:02.510659,AAPL,183.95
2025-09-21T19:54:02.526699,AAPL,186.66
2025-09-21T19:54:02.542323,AAPL,183.69
2025-09-21T19:54:02.558151,AAPL,190.28
2025-09-21T19:54:02.573836,AAPL,193.41
2025-09-21T19:54:02.589920,AAPL,195.03
2025-09-21T19:54:02.605039,AAPL,192.93
2025-09-21T19:54:02.620451,AAPL,196.52
2025-09-21T19:54:02.635613,AAPL,204.95
2025-09-21T19:54:02.651719,AAPL,205.25
2025-09-21T19:54:02.666775,AAPL,190.96
2025-09-21T19:54:02.681707,AAPL,190.96
2025-09-21T19:54:02.697609,AAPL,190.81
2025-09-21T19:54:02.712888,AAPL,188.39
2025-09-21T19:54:02.728392,AAPL,187.75
2025-09-21T19:54:02.744250,AAPL,188.17
2025-09-21T19:54:02.759532,AAPL,183.34
2025-09-21T19:54:02.774916,AAPL,184.78
2025-09-21T19:54:02.790310,AAPL,187.7
2025-09-21T19:54:02.805144,AAPL,192.23
2025-09-21T19:54:02.819986,AAPL,193.04
2025-09-21T19:54:02.835546,AAPL,188.4
2025-09-21T19:54:02.850650,AAPL,186.34
2025-09-21T19:54:02.866374,AAPL,185.06
2025-09-21T19:54:02.881127,AAPL,191.06
2025-09-21T19:54:02.896869,AAPL,195.4
2025-09-21T19:54:02.911569,AAPL,197.72
2025-09-21T19:54:02.926445,AAPL,201.24
2025-09-21T19:54:02.941979,AAPL,194.99
2025-09-21T19:54:02.957771,AAPL,191.97
2025-09-21T19:54:02.973727,AAPL,191.96
2025-09-21T19:54:02.989309,AAPL,188.85
2025-09-21T19:54:03.005285,AAPL,196.93
2025-09-21T19:54:03.020516,AAPL,195.91
2025-09-21T19:54:03.035839,AAPL,191.8
2025-09-21T19:54:03.051101,AAPL,186.86
2025-09-21T19:54:03.066585,AAPL,189.55
2025-09-21T19:54:03.081250,AAPL,187.32
2025-09-21T19:54:03.096784,AAPL,191.62
2025-09-21T19:54:03.112274,AAPL,195.47
2025-09-21T19:54:03.128603,AAPL,197.54
2025-09-21T19:54:03.143464,AAPL,195.46
